id,created_at,name,description,price,category,sizes,in_stock,images,for_rent,for_sale_by_order
da4fde7d-93b9-4ff9-a6da-19975213cb6b,2026-05-07 22:11:16.98312+00,Vestido azul noche Alejandro,Vestido en brillos unicolor,260000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778191874945-bavcpp.png"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778192291772-39zlt.png""]",true,false
dc4af2c6-4830-4ae3-8b9f-3726734470e4,2026-05-07 20:49:49.782451+00,Reina plata,Vestido en canutillos y mostacillas plata en transparencia y pedrería,650000,Reinas,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778186988616-gvvc5c.jpeg""]",true,false
e345ee64-6a32-4eed-bdcd-3d7e4d683025,2026-05-07 21:02:35.709385+00,Vestido Tifany vino,Vestido línea A vino tinto con abertura,260000,Cóctel,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778187754933-w99s3f.jpeg""]",true,false
e5c752a2-551a-4027-b08d-ead2cbb41908,2026-01-26 17:32:13.378213+00,Vestido azul Angie,Vestido azul cielo con detalles en pedrería plata,500000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769448731800-14yzl.jpeg""]",false,true
ecae7095-4a62-46b3-9acc-ef8cb0b58dd2,2026-01-26 19:46:11.142249+00,Azul noche corset,Vestido tono azul noche con corset en encaje de el mismo color y abertura en pierna,240000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769456770340-msl6y.jpeg""]",true,false
ee61264a-8de8-4d91-9797-9fbce20dbdbb,2026-01-26 00:13:58.406162+00,Sueño esmeralda,Vestido línea A verde esmeralda,320000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386436316-pacq3s.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386436319-tceutv.jpeg""]",true,false
ef9e64d9-ebb6-48d7-80fe-b498888ff1a4,2026-05-07 20:22:59.985269+00,Verde olivo princesa,Vestido Jr para niña tono verde olivo y dorado,320000,Cóctel,"[""XS""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778185378558-yeml5f.jpeg""]",true,false
f13bb617-cb97-40a4-8a57-bd1ee4497455,2026-01-26 00:29:03.369251+00,Negro Rihana,Vestido corte A con abertura en pierna,280000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387341131-4k509i.jpeg""]",true,false
f3c35ae3-0620-403a-9ad8-a7d722898077,2026-01-26 00:23:04.930837+00,Verde santa,"Vestido verde esmeralda línea A, falda en lentejuelas y corset en tela caviar",320000,Grado,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386983356-zi2to.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386983356-gjtp1.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386983356-16714d.jpeg""]",true,false
f44b4c1b-d1ea-4626-8b82-2643507a185a,2026-01-26 00:26:55.294405+00,Azul barranquillero,"Vestido en tela caviar azul, piedras tornasol y abertura con estola",320000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387211699-q9b81.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387211701-y148b.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387211702-p984r.jpeg""]",true,false
f5dc9ed3-e3c2-4a8a-942d-0b52fb4504fe,2026-05-07 21:01:18.279549+00,Vestido azul dorado,Vestido en Lycra espejo estraple asimétrico con toques dorados,260000,Cóctel,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778187675678-4r6u38.jpeg""]",true,false
f71fb47f-e988-4b34-a10e-f4ae06be91db,2026-02-03 23:18:18.179371+00,Vestido thania,Vestido estraple con abertura en color verde menta brillo,300000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770160695202-4wgtqe.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770160695205-23ev6.jpeg""]",true,false
fa07f212-dc51-45f8-8935-ddff08c02983,2026-01-26 17:17:44.045118+00,Vestido Stella,"Hermoso vestido color azul noche, blusa en encaje y falda en velo",580000,Cóctel,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769447862422-w6mfr4.jpeg""]",false,true
fc402eac-a09d-45da-ae68-3494af864215,2026-01-26 18:25:03.596036+00,Vestido negro floral,Hermoso vestido confeccionado en encaje negro floral con abertura en pierna y estola,560000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451900378-vu9abc.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451900378-3maab6.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451900379-d8f5zi.jpeg""]",false,true
fd2ba4d7-8d10-440e-9abd-5e045bc2a317,2026-05-07 20:47:51.076389+00,Baby blue,Vestido azul baby con tornasol,380000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778186869213-788h3h.jpeg""]",false,true
